SEQGEN14,PSTATABB,PNAME,ORISPL,GENID,NUMBLR,GENSTAT,PRMVR,FUELG1,NAMEPCAP,CFACT, GENNTAN , GENNTOZ ,GENERSRC,GENYRONL,GENYRRET,,
208,AK,Gwitchyaa Zhee,7174,6,0,OP,IC,DFO,0.5,0.124, 543 , 186 ,Distributed from 923 Generation And Fuel,2009,,,
209,AK,Haines,69,10,0,OP,IC,DFO,1.2,0.000, (20), (7),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1991,,,
210,AK,Haines,69,5,0,OP,IC,DFO,0.6,0.000, (10), (3),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1968,,,
211,AK,Haines,69,7A,0,OP,IC,DFO,2.8,0.000, (47), (16),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1995,,,
212,AK,Haines,69,9,0,RE,IC,DFO,1.1,0.000, (18), (6),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1989,2004,,
213,AK,Haines,69,IC8A,0,OP,IC,DFO,1.6,0.000, (27), (9),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1996,,,
214,AK,Healy,6288,1,1,OP,ST,SUB,28.0,0.758," 185,905 "," 76,008 ",EIA-923 Generator File,1967,,,
215,AK,Healy,6288,2,0,TS,ST,LIG,50.0,,,,,2015,,,
216,AK,Healy,6288,IC1,0,OP,IC,DFO,2.8,,,,,1967,,,
217,AK,Hoonah,7463,1,0,RE,IC,DFO,0.6,,,,,1977,2012,,
218,AK,Hoonah,7463,2A,0,OP,IC,DFO,1.0,0.254," 2,223 ", 761 ,Distributed from 923 Generation And Fuel,1997,,,
219,AK,Hoonah,7463,3,0,RE,IC,DFO,0.8,,,,,1991,2012,,
220,AK,Hoonah,7463,3A,0,OP,IC,DFO,0.5,0.254," 1,111 ", 381 ,Distributed from 923 Generation And Fuel,2012,,,
221,AK,Hoonah,7463,4,0,OP,IC,DFO,0.5,0.254," 1,111 ", 381 ,Distributed from 923 Generation And Fuel,2012,,,
222,AK,Hooper Bay,6319,3A,0,OP,IC,DFO,0.3,0.200, 527 , 180 ,Distributed from 923 Generation And Fuel,1988,,,
223,AK,Hooper Bay,6319,4A,0,OP,IC,DFO,0.3,0.200, 527 , 180 ,Distributed from 923 Generation And Fuel,1987,,,
224,AK,Hooper Bay,6319,5,0,OP,IC,DFO,0.5,0.200, 878 , 301 ,Distributed from 923 Generation And Fuel,1991,2015,,
225,AK,Hooper Bay,6319,5A,0,P,IC,DFO,0.8,,,,,2015,,,
226,AK,Hooper Bay,6319,6,0,OP,IC,DFO,0.5,0.200, 878 , 301 ,Distributed from 923 Generation And Fuel,1997,,,
227,AK,Humpback Creek,7042,1,0,OA,HY,WAT,0.5,0.295," 1,292 ", 508 ,Distributed from 923 Generation And Fuel,1991,,,
228,AK,Humpback Creek,7042,2,0,OP,HY,WAT,0.5,0.295," 1,292 ", 508 ,Distributed from 923 Generation And Fuel,1991,,,
229,AK,Humpback Creek,7042,3,0,OP,HY,WAT,0.2,0.295, 517 , 203 ,Distributed from 923 Generation And Fuel,1991,,,
230,AK,Hydaburg,423,1A,0,OP,IC,DFO,0.4,0.001, 5 , 2 ,Distributed from 923 Generation And Fuel,1990,,,
231,AK,Hydaburg,423,3A,0,OP,IC,DFO,0.3,0.001, 4 , 1 ,Distributed from 923 Generation And Fuel,2001,,,
232,AK,Hydaburg,423,5,0,OP,IC,DFO,0.3,0.001, 4 , 1 ,Distributed from 923 Generation And Fuel,1985,,,
233,AK,Industrial Plant,59793,15,0,L,GT,DFO,25.0,,,,,2016,,,
234,AK,International,6293,1,0,OP,GT,NG,15.0,0.002, 279 , 107 ,Distributed from 923 Generation And Fuel,1964,,,
235,AK,International,6293,2,0,OP,GT,NG,15.0,0.002, 279 , 107 ,Distributed from 923 Generation And Fuel,1965,,,
236,AK,International,6293,3,0,OP,GT,NG,16.3,0.002, 303 , 116 ,Distributed from 923 Generation And Fuel,1969,,,
237,AK,Jarvis Street,6801,1,0,OP,IC,DFO,2.0,0.001, 20 , 7 ,Distributed from 923 Generation And Fuel,1979,,,
238,AK,Jarvis Street,6801,2,0,OP,IC,DFO,2.8,0.001, 27 , 9 ,Distributed from 923 Generation And Fuel,1979,,,
239,AK,Jarvis Street,6801,3,0,OP,IC,DFO,2.8,0.001, 27 , 9 ,Distributed from 923 Generation And Fuel,1979,,,
240,AK,Jarvis Street,6801,4,0,OP,IC,DFO,4.5,0.001, 44 , 15 ,Distributed from 923 Generation And Fuel,2002,,,
241,AK,Jarvis Street,6801,5,0,OP,IC,DFO,13.5,0.001, 132 , 45 ,Distributed from 923 Generation And Fuel,2014,,,
242,AK,JBER Landfill Gas Power Plant,58380,1,0,OP,IC,LFG,2.3,0.558," 11,233 "," 5,371 ",Distributed from 923 Generation And Fuel,2012,,,
243,AK,JBER Landfill Gas Power Plant,58380,2,0,OP,IC,LFG,2.3,0.558," 11,233 "," 5,371 ",Distributed from 923 Generation And Fuel,2012,,,
244,AK,JBER Landfill Gas Power Plant,58380,3,0,OP,IC,LFG,2.3,0.558," 11,233 "," 5,371 ",Distributed from 923 Generation And Fuel,2012,,,
245,AK,JBER Landfill Gas Power Plant,58380,4,0,OP,IC,LFG,2.3,0.558," 11,233 "," 5,371 ",Distributed from 923 Generation And Fuel,2012,,,
246,AK,JBER Landfill Gas Power Plant,58380,5,0,OP,IC,LFG,2.3,0.558," 11,233 "," 5,371 ",Distributed from 923 Generation And Fuel,2013,,,
247,AK,Kake,7464,1,0,RE,IC,DFO,0.6,,,,,1984,2012,,
248,AK,Kake,7464,1A,0,OP,IC,DFO,0.5,0.128, 559 , 191 ,Distributed from 923 Generation And Fuel,2012,,,
249,AK,Kake,7464,2,0,OP,IC,DFO,1.1,0.128," 1,230 ", 421 ,Distributed from 923 Generation And Fuel,1993,,,
250,AK,Kake,7464,3A,0,OP,IC,DFO,0.8,0.128, 894 , 306 ,Distributed from 923 Generation And Fuel,1993,,,
251,AK,Kasidaya Creek Hydro,56542,1,0,OP,HY,WAT,3.0,0.329," 8,640 "," 3,394 ",Distributed from 923 Generation And Fuel,2008,,,
252,AK,Kasigluk,57066,5A,0,OP,IC,JF,0.7,0.187," 1,149 ", 393 ,Distributed from 923 Generation And Fuel,2004,,,
253,AK,Kasigluk,57066,UNIT1,0,OP,IC,JF,0.4,0.187, 657 , 225 ,Distributed from 923 Generation And Fuel,2006,,,
254,AK,Kasigluk,57066,UNIT2,0,OP,IC,JF,0.5,0.187, 821 , 281 ,Distributed from 923 Generation And Fuel,2006,,,
255,AK,Ketchikan,84,3,0,OP,HY,WAT,1.4,0.664," 8,143 "," 3,198 ",Distributed from 923 Generation And Fuel,1952,,,
256,AK,Ketchikan,84,4,0,OP,HY,WAT,1.4,0.664," 8,143 "," 3,198 ",Distributed from 923 Generation And Fuel,1938,,,
257,AK,Ketchikan,84,5,0,OP,HY,WAT,1.4,0.664," 8,143 "," 3,198 ",Distributed from 923 Generation And Fuel,1954,,,
258,AK,Kiana,6323,1A,0,RE,IC,DFO,0.3,,,,,1977,2001,,
259,AK,Kiana,6323,1B,0,OP,IC,DFO,0.3,0.158, 415 , 142 ,Distributed from 923 Generation And Fuel,2001,,,
260,AK,Kiana,6323,2,0,RE,IC,DFO,0.3,,,,,1990,2000,,
261,AK,Kiana,6323,3A,0,OP,IC,DFO,0.3,0.158, 415 , 142 ,Distributed from 923 Generation And Fuel,2000,,,
262,AK,Kiana,6323,4,0,OP,IC,DFO,0.5,0.158, 691 , 236 ,Distributed from 923 Generation And Fuel,1984,,,
263,AK,King Cove,7493,1,0,OP,IC,DFO,0.3,0.005, 12 , 4 ,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1980,,,
264,AK,King Cove,7493,2,0,OP,IC,DFO,0.5,0.005, 20 , 7 ,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1986,,,
265,AK,King Cove,7493,3,0,OP,IC,DFO,0.7,0.005, 29 , 10 ,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1992,,,
266,AK,King Cove,7493,4,0,OP,HY,WAT,0.8,0.535," 3,748 "," 1,472 ",Distributed from 923 Generation And Fuel,1995,,,
267,AK,King Cove,7493,5,0,OP,IC,DFO,0.3,0.005, 12 , 4 ,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1980,,,
268,AK,Kivalina,57065,UNIT1,0,OP,IC,JF,0.2,0.124, 217 , 74 ,Distributed from 923 Generation And Fuel,1996,,,
269,AK,Kivalina,57065,UNIT2,0,OP,IC,JF,0.3,0.124, 325 , 111 ,Distributed from 923 Generation And Fuel,1977,,,
270,AK,Kivalina,57065,UNIT3,0,OP,IC,JF,0.2,0.124, 217 , 74 ,Distributed from 923 Generation And Fuel,1990,,,
271,AK,Kivalina,57065,UNIT4,0,OP,IC,JF,0.4,0.124, 434 , 148 ,Distributed from 923 Generation And Fuel,2004,,,
272,AK,Klawock,7466,1,0,RE,IC,DFO,0.5,,,,,1970,1999,,
273,AK,Klawock,7466,2,0,RE,IC,DFO,0.5,,,,,1970,1999,,
274,AK,Klawock,7466,3,0,RE,IC,DFO,0.1,,,,,1955,1999,,
275,AK,Klawock,7466,4,0,RE,IC,DFO,0.3,,,,,1977,1999,,
276,AK,Kodiak,6281,1,0,OP,IC,DFO,2.5,,,,,1976,,,
277,AK,Kodiak,6281,2,0,RE,IC,DFO,5.2,,,,,1976,2003,,
278,AK,Kodiak,6281,2c,0,OP,IC,DFO,4.4,,,,,2005,,,
279,AK,Kodiak,6281,3,0,RE,IC,DFO,5.2,,,,,1976,2004,,
280,AK,Kodiak,6281,3c,0,OP,IC,DFO,4.4,,,,,2005,,,
281,AK,Kodiak,6281,4,0,OP,IC,DFO,7.0,,,,,1981,,,
282,AK,Kodiak,6281,6,0,RE,IC,DFO,2.0,,,,,1968,2004,,
283,AK,Kodiak,6281,6A,0,OP,IC,DFO,2.0,,,,,2002,,,
284,AK,Kodiak,6281,7,0,RE,IC,DFO,2.0,,,,,1968,2002,,
285,AK,Kodiak,6281,7A,0,OP,IC,DFO,2.0,,,,,2002,,,
286,AK,Kodiak,6281,8,0,RE,IC,DFO,2.6,,,,,1968,2002,,
287,AK,Kodiak,6281,9,0,RE,IC,DFO,2.0,,,,,1968,2002,,
288,AK,Kotlik,57064,UNIT1,0,OP,IC,JF,0.3,0.157, 411 , 141 ,Distributed from 923 Generation And Fuel,2007,,,
289,AK,Kotlik,57064,UNIT2,0,OP,IC,JF,0.3,0.157, 411 , 141 ,Distributed from 923 Generation And Fuel,2007,,,
290,AK,Kotlik,57064,UNIT3,0,OP,IC,JF,0.4,0.157, 549 , 188 ,Distributed from 923 Generation And Fuel,2007,,,
291,AK,Kotlik,57064,UNIT4,0,OP,IC,JF,0.4,0.157, 549 , 188 ,Distributed from 923 Generation And Fuel,2007,,,
292,AK,Kotzebue,6304,10,0,OP,IC,DFO,3.0,0.172," 4,528 "," 1,550 ",Distributed from 923 Generation And Fuel,1992,,,
293,AK,Kotzebue,6304,10wt,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,1999,,,
294,AK,Kotzebue,6304,11,0,RE,IC,DFO,1.0,,,,,1994,2013,,
295,AK,Kotzebue,6304,11wt,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2005,,,
296,AK,Kotzebue,6304,12,0,RE,IC,DFO,1.0,,,,,1994,2012,,
297,AK,Kotzebue,6304,12wt,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2005,,,
298,AK,Kotzebue,6304,13WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2006,,,
299,AK,Kotzebue,6304,14,0,OP,IC,DFO,2.8,0.172," 4,226 "," 1,447 ",Distributed from 923 Generation And Fuel,1994,,,
300,AK,Kotzebue,6304,14wt,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2002,,,
301,AK,Kotzebue,6304,15,0,OP,IC,DFO,2.8,0.172," 4,226 "," 1,447 ",Distributed from 923 Generation And Fuel,2006,,,
302,AK,Kotzebue,6304,15WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2006,,,
303,AK,Kotzebue,6304,16,0,OP,IC,DFO,1.4,0.172," 2,113 ", 723 ,Distributed from 923 Generation And Fuel,2013,,,
304,AK,Kotzebue,6304,16WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2006,,,
305,AK,Kotzebue,6304,17WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2006,,,
306,AK,Kotzebue,6304,18WT,0,OP,WT,WND,0.9,0.030, 235 , 111 ,Distributed from 923 Generation And Fuel,2012,,,
307,AK,Kotzebue,6304,19WT,0,OP,WT,WND,0.9,0.030, 235 , 111 ,Distributed from 923 Generation And Fuel,2012,,,
308,AK,Kotzebue,6304,1WT,0,OP,WT,WND,0.6,0.030, 157 , 74 ,Distributed from 923 Generation And Fuel,1999,,,
309,AK,Kotzebue,6304,2WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,1999,,,
310,AK,Kotzebue,6304,3WT,0,OP,WT,WND,0.2,0.030, 52 , 25 ,Distributed from 923 Generation And Fuel,1997,,,
311,AK,Kotzebue,6304,4WT,0,OP,WT,WND,0.5,0.030, 131 , 62 ,Distributed from 923 Generation And Fuel,1999,,,
312,AK,Kotzebue,6304,5WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2002,,,
313,AK,Kotzebue,6304,6WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,2005,,,
314,AK,Kotzebue,6304,7A,0,OP,IC,DFO,1.1,0.172," 1,660 ", 568 ,Distributed from 923 Generation And Fuel,1987,,,
315,AK,Kotzebue,6304,7WT,0,OP,WT,WND,13.0,0.030," 3,393 "," 1,607 ",Distributed from 923 Generation And Fuel,2006,,,
316,AK,Kotzebue,6304,8WT,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,1999,,,
317,AK,Kotzebue,6304,9,0,RE,IC,DFO,2.1,,,,,1983,2004,,
318,AK,Kotzebue,6304,9wt,0,OP,WT,WND,0.1,0.030, 26 , 12 ,Distributed from 923 Generation And Fuel,1999,,,
319,AK,Koyuk,57059,UNIT1,0,OP,IC,JF,0.2,0.129, 226 , 77 ,Distributed from 923 Generation And Fuel,2005,,,
320,AK,Koyuk,57059,UNIT2,0,OP,IC,JF,0.4,0.129, 453 , 155 ,Distributed from 923 Generation And Fuel,2005,,,
321,AK,Koyuk,57059,UNIT3,0,OP,IC,JF,0.5,0.129, 566 , 194 ,Distributed from 923 Generation And Fuel,2005,,,
322,AK,Lake Dorothy Hydroelectric Project,57085,1,0,OP,HY,WAT,14.3,0.667," 83,600 "," 32,836 ",Distributed from 923 Generation And Fuel,2009,,,
323,AK,Lemon Creek,64,1,0,SB,IC,DFO,2.5,0.001, 13 , 5 ,Distributed from 923 Generation And Fuel,1969,,,
324,AK,Lemon Creek,64,2,0,SB,IC,DFO,2.6,0.001, 14 , 5 ,Distributed from 923 Generation And Fuel,1969,,,
325,AK,Lemon Creek,64,3,0,SB,IC,DFO,2.6,0.001, 14 , 5 ,Distributed from 923 Generation And Fuel,1974,,,
326,AK,Lemon Creek,64,5,0,SB,GT,DFO,18.6,0.000, 25 , 9 ,Distributed from 923 Generation And Fuel,1980,,,
327,AK,Lemon Creek,64,6,0,SB,GT,DFO,18.6,0.000, 25 , 9 ,Distributed from 923 Generation And Fuel,1983,,,
328,AK,Lemon Creek,64,7,0,SB,IC,DFO,2.8,0.001, 15 , 5 ,Distributed from 923 Generation And Fuel,1983,,,
329,AK,Lemon Creek,64,IC10,0,SB,IC,DFO,2.8,0.001, 15 , 5 ,Distributed from 923 Generation And Fuel,1984,,,
330,AK,Lemon Creek,64,IC11,0,SB,IC,DFO,2.8,0.001, 15 , 5 ,Distributed from 923 Generation And Fuel,1984,,,
331,AK,Lemon Creek,64,IC12,0,SB,IC,DFO,2.8,0.001, 15 , 5 ,Distributed from 923 Generation And Fuel,1984,,,
332,AK,Lemon Creek,64,IC8,0,SB,IC,DFO,2.8,0.001, 15 , 5 ,Distributed from 923 Generation And Fuel,1985,,,
333,AK,Lemon Creek,64,IC9,0,SB,IC,DFO,2.8,0.001, 15 , 5 ,Distributed from 923 Generation And Fuel,1985,,,
334,AK,Mahoney Lake Hydroelectric,59027,GEN 1,0,L,HY,WAT,9.6,,,,,2017,,,
335,AK,McGrath,6555,3,0,RE,IC,DFO,0.2,,,,,1979,2010,,
336,AK,McGrath,6555,3A,0,OP,IC,DFO,0.5,0.124, 545 , 187 ,Distributed from 923 Generation And Fuel,2011,,,
337,AK,McGrath,6555,4,0,RE,IC,DFO,0.2,,,,,1979,2010,,
338,AK,McGrath,6555,4A,0,OP,IC,DFO,0.5,0.124, 545 , 187 ,Distributed from 923 Generation And Fuel,2011,,,
339,AK,McGrath,6555,5,0,RE,IC,DFO,0.6,,,,,1979,2010,,
340,AK,McGrath,6555,6,0,OP,IC,DFO,0.6,0.124, 654 , 224 ,Distributed from 923 Generation And Fuel,1988,,,
341,AK,McGrath,6555,7,0,OP,IC,DFO,0.6,0.124, 654 , 224 ,Distributed from 923 Generation And Fuel,1993,,,
342,AK,Mountain Village,6329,1,0,OP,IC,DFO,0.3,0.188, 495 , 169 ,Distributed from 923 Generation And Fuel,1984,,,
343,AK,Mountain Village,6329,3A,0,OP,IC,DFO,0.3,0.188, 495 , 169 ,Distributed from 923 Generation And Fuel,1977,,,
344,AK,Mountain Village,6329,4,0,OP,IC,DFO,0.6,0.188, 989 , 339 ,Distributed from 923 Generation And Fuel,1982,2016,,
345,AK,Mountain Village,6329,4A,0,P,IC,DFO,0.8,,,,,2016,,,
346,AK,Mountain Village,6329,5,0,OP,IC,DFO,0.5,0.188, 824 , 282 ,Distributed from 923 Generation And Fuel,1988,,,
347,AK,Naknek,6301,4A,0,OP,IC,DFO,1.3,0.239," 2,721 ", 932 ,Distributed from 923 Generation And Fuel,1999,,,
348,AK,Naknek,6301,5,0,RE,IC,DFO,0.4,,,,,1977,2004,,
349,AK,Naknek,6301,5A,0,OP,IC,DFO,1.0,0.239," 2,093 ", 717 ,Distributed from 923 Generation And Fuel,2005,,,
350,AK,Naknek,6301,6,0,RE,IC,DFO,0.4,,,,,1977,2004,,
351,AK,Naknek,6301,6A,0,OP,IC,DFO,1.0,0.239," 2,093 ", 717 ,Distributed from 923 Generation And Fuel,2006,,,
352,AK,Naknek,6301,7,0,RE,IC,DFO,0.4,,,,,1977,2004,,
353,AK,Naknek,6301,7A,0,OP,IC,DFO,1.0,0.239," 2,093 ", 717 ,Distributed from 923 Generation And Fuel,2006,,,
354,AK,Naknek,6301,8,0,OP,IC,DFO,1.0,0.239," 2,093 ", 717 ,Distributed from 923 Generation And Fuel,1977,,,
355,AK,Naknek,6301,NA1,0,OP,IC,DFO,1.1,0.239," 2,302 ", 788 ,Distributed from 923 Generation And Fuel,1988,,,
356,AK,Naknek,6301,NA2,0,OP,IC,DFO,1.1,0.239," 2,302 ", 788 ,Distributed from 923 Generation And Fuel,1988,,,
357,AK,Naknek,6301,NA3,0,OP,IC,DFO,0.8,0.239," 1,674 ", 573 ,Distributed from 923 Generation And Fuel,1991,,,
358,AK,Naknek,6301,NA4,0,OP,IC,DFO,0.8,0.239," 1,674 ", 573 ,Distributed from 923 Generation And Fuel,1992,,,
359,AK,Naknek,6301,NA5,0,OP,IC,DFO,0.8,0.239," 1,674 ", 573 ,Distributed from 923 Generation And Fuel,1993,,,
360,AK,Newhalen,7183,1,0,RE,IC,DFO,0.3,,,,,1983,2012,,
361,AK,Newhalen,7183,2,0,RE,IC,DFO,0.3,,,,,1983,2012,,
362,AK,Newhalen,7183,3,0,RE,IC,DFO,0.3,,,,,1983,2012,,
363,AK,Newhalen,7183,4,0,RE,IC,DFO,0.6,,,,,1989,2012,,
364,AK,Newhalen,7183,5,0,OP,IC,DFO,0.3,0.004, 11 , 4 ,Distributed from 923 Generation And Fuel,2012,,,
365,AK,Newhalen,7183,6,0,OP,IC,DFO,0.3,0.004, 11 , 4 ,Distributed from 923 Generation And Fuel,2012,,,
366,AK,Newhalen,7183,7,0,OP,IC,DFO,0.3,0.004, 11 , 4 ,Distributed from 923 Generation And Fuel,2012,,,
367,AK,Newhalen,7183,H-1,0,OP,HY,WAT,0.4,0.484," 1,697 ", 667 ,Distributed from 923 Generation And Fuel,1998,,,
368,AK,Newhalen,7183,H-2,0,OP,HY,WAT,0.4,0.484," 1,697 ", 667 ,Distributed from 923 Generation And Fuel,1998,,,
369,AK,Nikiski Co-Generation,55966,GT1,0,OP,CT,NG,37.9,0.729," 241,895 "," 94,155 ",EIA-923 Generator File,1986,,,
370,AK,Nikiski Co-Generation,55966,ST1,1,OP,CA,WH,40.0,0.369," 129,389 "," 51,959 ",EIA-923 Generator File,2013,,,
371,AK,Noatak,57051,5A,0,L,IC,JF,0.5,,,,,2015,,,
372,AK,Noatak,57051,UNIT2,0,OP,IC,JF,0.3,0.169, 444 , 152 ,Distributed from 923 Generation And Fuel,2008,,,
373,AK,Noatak,57051,UNIT4,0,OP,IC,JF,0.5,0.169, 740 , 253 ,Distributed from 923 Generation And Fuel,2004,,,
374,AK,Noatak,57051,UNIT5,0,OP,IC,JF,0.4,0.169, 592 , 203 ,Distributed from 923 Generation And Fuel,1990,2015,,
375,AK,Noorvik,6330,1A,0,OP,IC,DFO,0.3,0.209, 550 , 188 ,Distributed from 923 Generation And Fuel,1997,,,
376,AK,Noorvik,6330,2A,0,OP,IC,DFO,0.4,0.209, 734 , 251 ,Distributed from 923 Generation And Fuel,1999,,,
377,AK,Noorvik,6330,3,0,OP,IC,DFO,0.3,0.209, 550 , 188 ,Distributed from 923 Generation And Fuel,1984,,,
378,AK,North Pole,6285,1,0,OP,GT,DFO,60.5,0.038," 20,261 "," 12,231 ",Distributed from 923 Generation And Fuel,1976,,,
379,AK,North Pole,6285,2,0,OP,GT,DFO,60.5,0.038," 20,261 "," 12,231 ",Distributed from 923 Generation And Fuel,1977,,,
380,AK,North Pole,6285,GT3,0,OP,CT,WO,47.0,0.543," 223,679 "," 67,621 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2007,,,
381,AK,North Pole,6285,STG1,1,OP,CA,JF,13.0,0.436," 49,654 "," 14,505 ",EIA-923 Generator File,2007,,,
382,AK,Northway,7169,1A,0,OP,IC,DFO,0.5,0.120, 526 , 180 ,Distributed from 923 Generation And Fuel,1997,,,
383,AK,Northway,7169,2A,0,OP,IC,DFO,0.2,0.120, 211 , 72 ,Distributed from 923 Generation And Fuel,1997,,,
384,AK,Northway,7169,4,0,RE,IC,DFO,0.4,,,,,1980,2001,,
385,AK,Northway,7169,5,0,OP,IC,DFO,0.4,0.120, 421 , 144 ,Distributed from 923 Generation And Fuel,2007,,,
386,AK,NSB Anaktuvuk Pass,7487,1,0,OP,IC,DFO,0.3,0.168, 440 , 151 ,Distributed from 923 Generation And Fuel,1994,,,
387,AK,NSB Anaktuvuk Pass,7487,2,0,OP,IC,DFO,0.3,0.168, 440 , 151 ,Distributed from 923 Generation And Fuel,1994,,,
388,AK,NSB Anaktuvuk Pass,7487,3,0,OP,IC,DFO,0.3,0.168, 440 , 151 ,Distributed from 923 Generation And Fuel,1994,,,
389,AK,NSB Anaktuvuk Pass,7487,4,0,RE,IC,DFO,0.1,,,,,1994,2010,,
390,AK,NSB Anaktuvuk Pass,7487,5,0,RE,IC,DFO,0.1,,,,,1994,2003,,
391,AK,NSB Anaktuvuk Pass,7487,6,0,OP,IC,DFO,0.9,0.168," 1,321 ", 452 ,Distributed from 923 Generation And Fuel,2003,,,
392,AK,NSB Anaktuvuk Pass,7487,7,0,OP,IC,DFO,0.9,0.168," 1,321 ", 452 ,Distributed from 923 Generation And Fuel,2003,,,
393,AK,NSB Atqasuk Utility,7482,NA1,0,OP,IC,DFO,0.9,0.120, 949 , 325 ,Distributed from 923 Generation And Fuel,2003,,,
394,AK,NSB Atqasuk Utility,7482,NA2,0,OP,IC,DFO,0.9,0.120, 949 , 325 ,Distributed from 923 Generation And Fuel,2003,,,
395,AK,NSB Atqasuk Utility,7482,NA3,0,OP,IC,DFO,0.4,0.120, 422 , 144 ,Distributed from 923 Generation And Fuel,2003,,,
396,AK,NSB Atqasuk Utility,7482,PG1,0,RE,IC,DFO,0.2,,,,,1986,2003,,
397,AK,NSB Atqasuk Utility,7482,PG2,0,OP,IC,DFO,0.4,0.120, 422 , 144 ,Distributed from 923 Generation And Fuel,1986,,,
398,AK,NSB Atqasuk Utility,7482,PG3,0,OP,IC,DFO,0.6,0.120, 632 , 217 ,Distributed from 923 Generation And Fuel,1986,,,
399,AK,NSB Kaktovik Utility,7483,PG1A,0,OP,IC,DFO,0.9,0.197," 1,555 ", 532 ,Distributed from 923 Generation And Fuel,2000,,,
400,AK,NSB Kaktovik Utility,7483,PG2A,0,OP,IC,DFO,0.9,0.197," 1,555 ", 532 ,Distributed from 923 Generation And Fuel,2000,,,
401,AK,NSB Kaktovik Utility,7483,PG3A,0,OP,IC,DFO,0.4,0.197, 691 , 237 ,Distributed from 923 Generation And Fuel,2000,,,
402,AK,NSB Kaktovik Utility,7483,PG4A,0,OP,IC,DFO,0.4,0.197, 691 , 237 ,Distributed from 923 Generation And Fuel,2000,,,
403,AK,NSB Nuiqsut Utility,7484,PG1A,0,OP,IC,DFO,0.9,0.171," 1,350 ", 507 ,Distributed from 923 Generation And Fuel,1999,,,
404,AK,NSB Nuiqsut Utility,7484,PG2A,0,OP,IC,DFO,0.9,0.171," 1,350 ", 507 ,Distributed from 923 Generation And Fuel,1999,,,
405,AK,NSB Nuiqsut Utility,7484,PG3A,0,OP,IC,DFO,0.4,0.171, 600 , 226 ,Distributed from 923 Generation And Fuel,1999,,,
406,AK,NSB Nuiqsut Utility,7484,PG3B,0,OP,IC,NG,0.6,0.171, 900 , 338 ,Distributed from 923 Generation And Fuel,2013,,,
407,AK,NSB Nuiqsut Utility,7484,PG4A,0,RE,IC,DFO,0.4,,,,,1999,2012,,
408,AK,NSB Nuiqsut Utility,7484,PG5A,0,OP,IC,NG,0.8,0.171," 1,200 ", 451 ,Distributed from 923 Generation And Fuel,2008,,,
409,AK,NSB Nuiqsut Utility,7484,PG6A,0,OP,IC,NG,0.8,0.171," 1,200 ", 451 ,Distributed from 923 Generation And Fuel,2008,,,
410,AK,NSB Point Hope Utility,7485,PG1,0,RE,IC,DFO,0.3,,,,,1987,2013,,
411,AK,NSB Point Hope Utility,7485,PG1A,0,OP,IC,DFO,1.0,0.212," 1,858 ", 636 ,Distributed from 923 Generation And Fuel,2014,,,
412,AK,NSB Point Hope Utility,7485,PG2,0,RE,IC,DFO,0.3,,,,,1987,2013,,
413,AK,NSB Point Hope Utility,7485,PG3,0,RE,IC,DFO,0.3,,,,,1987,2008,,
414,AK,NSB Point Hope Utility,7485,PG4,0,RE,IC,DFO,0.4,,,,,1992,2008,,
415,AK,NSB Point Hope Utility,7485,PG5,0,RE,IC,DFO,0.2,,,,,1980,2008,,
416,AK,NSB Point Hope Utility,7485,PG6,0,OP,IC,DFO,0.6,0.212," 1,115 ", 382 ,Distributed from 923 Generation And Fuel,1995,,,
